User-ID,Location,Age
6677,"sidoarjo, n/a, indonesia",35.0
6680,"walled lake, michigan, usa",17.0
6681,"madrid, madrid, spain",27.0
6682,"los angeles, california, usa",16.0
6683,"almaty, kazakhstan, kazakhstan",21.0
6684,"zarautz, n/a, spain",24.0
6686,"shrewsbury, shropshire, united kingdom",23.0
6687,"lisboa, estremadura, portugal",20.0
6688,"magdeburg, sachsen-anhalt, germany",17.0
6690,"hammond, louisiana, usa",18.0
6691,"lemgo, nordrhein-westfalen, germany",17.0
6692,"baindt, baden-württemberg, germany",17.0
6693,"dallas, texas, usa",32.0
6695,"canberra, australian capital territory, australia",22.0
6696,"lynchburg, virginia, usa",20.0
6697,"gillette, wyoming, usa",36.0
6698,"orlando, florida, usa",20.0
6700,"adrian, missouri, usa",21.0
6702,"corato, puglia, italy",22.0
6703,"cadiz, andalucia, spain",24.0
6704,"san francisco, california, usa",32.0
6706,"victoria, british columbia, canada",20.0
6708,"albolote, granada, spain",36.0
6709,"victoria, british columbia, canada",18.0
6710,"tulsa, oklahoma, usa",30.0
6711,"london, england, united kingdom",19.0
6712,"78126 königsfeld, baden-wuerttemberg, germany",104.0
6714,"preganziol, veneto, italy",34.0
6715,"las rozas, manitoba, spain",25.0
6716,"elche, alicante, spain",27.0
6717,"louisville, kentucky, usa",36.0
6718,"venezia, veneto, italy",54.0
6722,"arica, n/a, chile",35.0
6723,"rio gallegos, niedersachsen, argentina",50.0
6724,"vitoria, alava, spain",26.0
6726,"barcelona, catalunya, spain",28.0
6727,"madrid, n/a, spain",29.0
6728,"cascais, lisboa, portugal",29.0
6729,"lisboa, lisboa, portugal",26.0
6730,"palma de mallorca, spain/baleares/mallorca, spain",26.0
6731,"buford, georgia, usa",29.0
6732,"brooklyn, new york, usa",18.0
6733,"frankfurt, hessen, germany",33.0
6736,"cernusco sul naviglio, lombardia, italy",42.0
6738,"south portland,, maine, usa",69.0
6739,"são paulo, sp, brazil",34.0
6740,"san josé, n/a, costa rica",51.0
6742,"tianjin, tianjin, china",23.0
6743,"edmonton, alberta, canada",53.0
6744,"pisa, toscana, italy",19.0
6745,"lund, skåne, sweden",24.0
6747,"éîûú, ¹ã¶«, öð¹ú",23.0
6748,"lisle, illinois, usa",55.0
6750,"alvito, beja, portugal",37.0
6751,"barcelona, catalunya, spain",33.0
6753,"madrid, madrid, spain",36.0
6756,"wayne, michigan, usa",48.0
6758,"knoxville, tennessee, usa",29.0
6759,"hobart, tasmania, australia",27.0
6761,"red wing, minnesota, usa",53.0
6765,"santa rosa, california, usa",19.0
6766,"edmonton, alberta, canada",66.0
6767,"washington, dc, usa",21.0
6768,"cahokia, illinois, usa",35.0
6769,"olympia, washington, usa",56.0
6770,"sheffield, england, united kingdom",68.0
6771,"milwaukee, wisconsin, usa",36.0
6776,"flagstaff, arizona, usa",17.0
6777,"austin, texas, usa",42.0
6779,"la, california, usa",36.0
6780,"sch. haven, pennsylvania, usa",45.0
6781,"hopewell, virginia, usa",22.0
6782,"hopewell, virginia, usa",22.0
6783,"virginia beach, virginia, usa",27.0
6784,"milano, lombardia, italy",18.0
6790,"raymore, missouri, usa",49.0
6791,"ballinaclash, co wicklow, ireland",43.0
6794,"casey, iowa, usa",42.0
6795,"portland, oregon, usa",31.0
6796,"chesapeake, virginia, usa",21.0
6797,"fostoria, ohio, usa",53.0
6802,"gloucester, england, united kingdom",53.0
6805,"yonkers, new york, usa",23.0
6806,"sydney, nsw, australia",16.0
6809,"madrid, madrid, spain",27.0
6811,"london, england, united kingdom",48.0
6813,"assouit, egypt, egypt",25.0
6814,"ann arbor, michigan, usa",18.0
6815,"indianapolis, indiana, usa",24.0
6816,"sydney, new south wales, australia",14.0
6817,"pisa, toscana, italy",31.0
6820,"falls church, virginia, usa",46.0
6821,"cardiff, wales, united kingdom",31.0
6823,"charlottesville, virginia, usa",18.0
6825,"tomprice, australian capital territory, australia",13.0
6826,"brooklyn, new york, usa",25.0
6827,"renton, washington, usa",25.0
6828,"new york, new york, usa",26.0
6830,"scottsdale, arizona, usa",57.0
6831,"yakima, washington, usa",14.0
6833,"barcelona, barcelona, spain",42.0
6834,"monmouth beach, new jersey, usa",29.0
6835,"san antonio, texas, usa",16.0
6836,"burnaby, british columbia, canada",16.0
6838,"monza, lombardia, italy",38.0
6840,"gloucester, massachusetts, usa",17.0
6842,"edgerton, wisconsin, usa",29.0
6843,"baiona, galiza, spain",25.0
6844,"madrid, madrid, spain",19.0
6845,"ann arbor, michigan, usa",29.0
6846,"bloomington, indiana, usa",59.0
6847,"newcastle, new south wales, australia",23.0
6850,"baton rouge, louisiana, usa",54.0
6851,"verbania, piemonte, italy",21.0
6852,"whangarei, northland, new zealand",18.0
6855,"mortagne sur sevre, pays de loire, france",41.0
6856,"cambridge, england, united kingdom",22.0
6857,"québec, quebec, canada",21.0
6858,"ottawa, ontario, canada",21.0
6859,"rockville, maryland, usa",23.0
6860,"eastpointe, michigan, usa",29.0
6861,"mckinleyville, california, usa",27.0
6862,"hamilton, ontario, canada",45.0
6863,"surbiton, england, united kingdom",28.0
6864,"canberra, australian capital territory, australia",22.0
6865,"north richland hills, texas, usa",40.0
6866,"paris, ile de france, france",51.0
6867,"wellfleet, massachusetts, usa",23.0
6869,"winnipeg, manitoba, canada",15.0
6870,"berea, kentucky, usa",21.0
6871,"raleigh, north carolina, usa",28.0
6873,"mexico, missouri, usa",75.0
6874,"seattle, washington, usa",24.0
6876,"reedley, california, usa",2.0
6877,"mantova, lombardia, italy",20.0
6879,"huntington beach, california, usa",24.0
6880,"kamloops, british columbia, canada",57.0
6881,"boca raton, florida, usa",23.0
6883,"oxford, england, united kingdom",23.0
6884,"north liberty, indiana, usa",25.0
6886,"essex junction, vermont, usa",30.0
6887,"itajuba, baden-wuerttemberg, brazil",21.0
6888,"everett, massachusetts, usa",30.0
6889,"vic, barcelona, spain",20.0
6890,"alzira, valència, spain",22.0
6893,"cartersville, georgia, usa",20.0
6894,"colorado springs, colorado, usa",20.0
6896,"tehran, tehran, iran",27.0
6897,"denton, texas, usa",25.0
6898,"near melbourne, victoria, australia",19.0
6899,"la seyne sur mer, n/a, france",28.0
6900,"sunnyvale, california, usa",25.0
6901,"nuernberg, bayern, germany",38.0
6902,"charleston, south carolina, usa",19.0
6904,"lagos, lagos, nigeria",32.0
6906,"cedar rapids, iowa, usa",63.0
6908,"nova lima, minas gerais, brazil",30.0
6914,"bridgeview, illinois, usa",27.0
6915,"agüimes, canarias, spain",37.0
6916,"paris, n/a, france",15.0
6917,"boise, idaho, usa",39.0
6919,"elkins park, pennsylvania, usa",22.0
6921,"tempe, arizona, usa",23.0
6924,"bonne terre, missouri, usa",42.0
6925,"kuwait, n/a, kuwait",30.0
6926,"rome, lazio, italy",28.0
6927,"madrid, n/a, spain",30.0
6928,"baltimore, maryland, usa",53.0
6929,"santiago de compostela, galicia, spain",22.0
6931,"fort collins, colorado, usa",44.0
6932,"viseu, n/a, portugal",35.0
6933,"barcelona, catalunya, spain",36.0
6934,"bilbao, españa, spain",20.0
6935,"cartagena, murcia, spain",20.0
6936,"madrid, madrid, spain",27.0
6937,"mondragon, euskadi, spain",51.0
6938,"fairbanks, alaska, usa",20.0
6940,"new orleans, louisiana, usa",32.0
6941,"cincinnati, ohio, usa",17.0
6942,"madrid, maine, canada",25.0
6945,"austin, texas, usa",26.0
6946,"waltham, massachusetts, usa",33.0
6949,"tampere, n/a, finland",23.0
6951,"nevada city ca, california, usa",74.0
6952,"cadiz, andalucia, spain",28.0
6953,"oak park, california, usa",31.0
6955,"new york, new york, usa",54.0
6956,"tianjin, n/a, china",32.0
6959,"lyon, n/a, la france",18.0
6960,"lugo, galiza, spain",29.0
6962,"timonium, maryland, usa",28.0
6964,"como, lombardia, italy",55.0
6966,"winter haven, florida, usa",42.0
6968,"li, new york, usa",28.0
6969,"bath, england, united kingdom",29.0
6970,"bilbao, euskal herria, spain",26.0
6971,"hoyos (caceres), caceres, spain",19.0
6972,"sudbury, ontario, canada",20.0
6973,"konstanz, baden-wuerttemberg, germany",58.0
6974,"saco, maine, usa",36.0
6976,"sardoal, santarém, portugal",45.0
6978,"horsham, england, united kingdom",34.0
6979,"windsor, ontario, canada",36.0
6980,"manchester, stockport, united kingdom",29.0
6981,"asmara, eritrea, eritrea",22.0
6982,"den haag, zuid holland, netherlands",38.0
6984,"manchester, england, united kingdom",23.0
6989,"lehighton, pennsylvania, usa",18.0
6990,"omaha, nebraska, usa",29.0
6994,"kartasura, n/a, indonesia",29.0
6996,"french lick, indiana, usa",19.0
6998,"roma, lazio, italy",33.0
6999,"barcelona, barcelona, spain",22.0
7000,"beaconsfield, quebec, canada",14.0
7001,"caldwell, idaho, usa",20.0
7002,"branch, louisiana, usa",32.0
7003,"dübendorf, zürich, switzerland",44.0
7004,"el cajon, california, usa",14.0
7009,"albuquerque, new mexico, usa",14.0
7010,"joplin, missouri, usa",27.0
7011,"cuenca, cuenca, spain",43.0
7013,"grayslake, illinois, usa",44.0
7015,"niagara falls, new york, usa",21.0
7017,"louisville, kentucky, united kingdom",22.0
7018,"west monroe, louisiana, usa",19.0
7019,"gandia, valencia, spain",18.0
7021,"chula vista, california, usa",39.0
7023,"st. louis, missouri, usa",28.0
7024,"northcote, victoria, australia",27.0
7027,"virden, illinois, usa",16.0
7028,"münchen, bayern, germany",29.0
7029,"cleveland, ohio, usa",17.0
7030,"ashland, kentucky, usa",25.0
7033,"toronto, ontario, canada",29.0
7034,"barcelona, barcelona, spain",25.0
7035,"windsor, connecticut, usa",42.0
7036,"doylestown, ohio, usa",23.0
7039,"south bend, indiana, usa",22.0
7040,"collierville, tennessee, usa",27.0
7041,"cartagena, murcia, spain",23.0
7042,"hockley, texas, usa",25.0
7043,"carrara, queensland, australia",37.0
7044,"stockton-on-tees, stockton-on-tees, united kingdom",44.0
7045,"victoria, british columbia, canada",18.0
7046,"chicago, illinois, usa",26.0
7049,"melbourne, victoria, australia",43.0
7051,"lombard, illinois, usa",22.0
7052,"marietta, georgia, usa",57.0
7053,"iowa city, iowa, usa",29.0
7055,"freeport, illinois, usa",64.0
7056,"pickering, ontario, canada",31.0
7057,"conyers, georgia, usa",24.0
7058,"heathcote, victoria, australia",38.0
7059,"marietta, georgia, usa",35.0
7060,"wild rose, wisconsin, usa",16.0
7061,"corvallis, oregon, usa",33.0
7062,"mansfield, pennsylvania, united kingdom",22.0
7063,"santa rosa, california, usa",22.0
7065,"irving, texas, usa",37.0
7066,"ngaoundere, nord, cameroon",23.0
7067,"vancouver, british columbia, canada",26.0
7068,"halifax, nova scotia, canada",26.0
7069,"parkville, victoria, australia",27.0
7070,"sioux falls, south dakota, usa",18.0
7072,"bismarck, north dakota, usa",11.0
7073,"raleigh, north carolina,",47.0
7074,"kalamazoo, michigan, usa",28.0
7076,"córdoba, córdoba, argentina",47.0
7077,"milford, connecticut, usa",24.0
7084,"pocahontas, arkansas, usa",22.0
7085,"washington, dc, usa",25.0
7086,"minneapolis, minnesota, usa",27.0
7089,"clichy, n/a, france",27.0
7090,"kingston, ontario, canada",33.0
7091,"rennes, bretagne, france",20.0
7093,"indianapolis, indiana, usa",24.0
7094,"santa ana, california, usa",13.0
7095,"albacete, albacete, spain",32.0
7096,"elche, alicante, spain",31.0
7097,"arruda dos vinhos, n/a, portugal",33.0
7099,"são josé dos campos, são paulo, brazil",22.0
7101,"orlando, florida, usa",52.0
7102,"sacramento, california, usa",47.0
7103,"cuneo, piemonte, italy",21.0
7104,"moscow, moscow area, russia",19.0
7106,"stein, bayern, germany",33.0
7109,"marburg, hessen, germany",51.0
7110,"dmascus, damascus, syria",20.0
7111,"olympia, washington, usa",48.0
7112,"bakum, niedersachsen, germany",0.0
7114,"hong kong, n/a, hong kong",43.0
7115,"n/a, n/a, spain",24.0
7119,"rock hill, missouri, usa",66.0
7122,"toa baja, p.r, puerto rico, usa",45.0
7123,"turku, n/a, finland",60.0
7124,"ceuta, ceuta, spain",31.0
7125,"apo, ae, usa",28.0
7126,"porto, n/a, portugal",21.0
7128,"apo, ae, usa",8.0
7130,"carrboro, north dakota, usa",11.0
7132,"málaga, málaga, spain",44.0
7133,"madrid, madrid, spain",28.0
7134,"bothell, washington, usa",23.0
7135,"avellino, campania, italy",27.0
7136,"vigo, pontevedra, spain",30.0
7137,"sevilla, sevilla, spain",30.0
7138,"sevilla, n/a, spain",29.0
7139,"pamplona, navarra, spain",24.0
7140,"palma de mallorca, balearic islands, spain",46.0
7142,"brisbane, queensland, australia",26.0
7143,"toledo, toledo, spain",31.0
7144,"offenbach, hessen, germany",26.0
7145,"perth, western australia, australia",43.0
7146,"hyderabad, \n/a\"", india""",21.0
7151,"calabasas, california, usa",45.0
7155,"vienna, n/a, austria",32.0
7156,"st. louis, missouri, usa",20.0
7158,"omaha, nebraska, usa",30.0
7159,"johnstown, pennsylvania, usa",42.0
7160,"fort atkinson, wisconsin, usa",24.0
7161,"milon keynes, buckinghamshire, united kingdom",16.0
7163,"córdoba, córdoba, spain",44.0
7165,"madrid, , spain",48.0
7167,"wichita falls, texas, usa",36.0
7169,"amarillo, texas, usa",22.0
7170,"treviso, veneto, italy",25.0
7171,"buenos aires, buenos aires, argentina",41.0
7172,"bucharest, n/a, romania",27.0
7173,"roma, lazio, italy",26.0
7175,"vienna, vienna, austria",41.0
7178,"saskatoon, saskatchewan, canada",62.0
7180,"pamplona, navarra, spain",24.0
7181,"oviedo, asturias, spain",24.0
7182,"almendralejo, badajoz, spain",50.0
7184,"zaragoza, aragon, spain",31.0
7186,"granada, andalucía, spain",28.0
7187,"radstadt, salzburg, austria",57.0
7190,"milano, lombardia, italy",37.0
7192,"vancouver, washington, usa",23.0
7194,"richmond, virginia, usa",25.0
7195,"saskatoon, saskatchewan, canada",50.0
7197,"henderson, nevada, usa",36.0
7198,"badajoz, extremadura, spain",30.0
7200,"trapagaran, vizcaya, spain",20.0
7201,"collegeville, pennsylvania, usa",25.0
7202,"barcelona, catalunya, spain",21.0
7203,"aberdeen, scotland, united kingdom",17.0
7204,"county durham, england, united kingdom",26.0
7205,"norwich, england, united kingdom",31.0
7206,"schwaebisch hall, baden-wuerttemberg, germany",53.0
7207,"vigo, , spain",25.0
7208,"lisboa, n/a, portugal",19.0
7209,"st. joseph, missouri, usa",40.0
7214,"dover, england, united kingdom",1.0
7215,"buenos aires, buenos aires, argentina",34.0
7216,"managua, maine, nicaragua",39.0
7217,"lisbon, n/a, portugal",22.0
7218,"la crescenta, california, usa",31.0
7219,"midlothian, virginia, usa",60.0
7220,"davao city, n/a, philippines",32.0
7221,"padova, veneto, italy",19.0
7229,"menomonie, wisconsin, usa",52.0
7231,"pineville, missouri, usa",47.0
7232,"pennington gap, virginia, usa",32.0
7238,"saint john, new brunswick, canada",33.0
7240,"hot springs village, arkansas, usa",72.0
7241,"windsor, ontario, canada",35.0
7243,"atlanta, georgia, usa",44.0
7244,"san diego, california, usa",54.0
7246,"st. louis, missouri, usa",45.0
7248,"virginia beach, virginia, usa",22.0
7249,"madrid, madrid, spain",36.0
7250,"singapore, n/a, singapore",14.0
7251,"waterdown, ontario, canada",50.0
7253,"augusta, georgia, usa",32.0
7254,"oldenburg, niedersachsen, germany",35.0
7255,"cary, north carolina, usa",21.0
7256,"mocksville, north carolina, usa",29.0
7258,"carmel, indiana, usa",43.0
7260,"somerville, massachusetts, usa",29.0
7262,"abingdon, virginia, usa",25.0
7263,"stockholm, södermanland, sweden",25.0
7264,"chicago, illinois, usa",44.0
7265,"savona, liguria, italy",65.0
7267,"kiel, schleswig-holstein, germany",50.0
7269,"gold coast, queensland, australia",23.0
7271,"marseille, paca, france",35.0
7273,"aveiro, beira litoral, portugal",25.0
7274,"barcelona, barcelona, spain",32.0
7275,"köln, nordrhein-westfalen, germany",22.0
7276,"lusaka, n/a, zambia",36.0
7278,"lynnwood, washington, usa",8.0
7279,"matthews, north carolina, usa",36.0
7281,"largo, florida, usa",52.0
7283,"saint marys, georgia, usa",30.0
7284,"victoria, british columbia, canada",24.0
7285,"coolum beach, queensland, australia",35.0
7286,"pasco, washington, usa",28.0
7289,"lodi, lombardia, l`italia",15.0
7290,"nottingham, england, united kingdom",54.0
7292,"astoria, new york, usa",26.0
7298,"santa maria, california, usa",15.0
7299,"carrboro, north carolina, usa",28.0
7301,"worcester, massachusetts, usa",25.0
7302,"london, england, united kingdom",25.0
7303,"scott, arkansas, usa",29.0
7304,"montreal, quebec, canada",33.0
7305,"redlands, california, usa",34.0
7306,"carpinteria, california, usa",29.0
7308,"high wycombe, england, united kingdom",18.0
7309,"san diego, california, usa",21.0
7310,"idaho springs, colorado, usa",46.0
7311,"soddy-daisy, tennessee, usa",24.0
7312,"walnut ridge, arkansas, usa",23.0
7313,"kansas city, missouri, usa",24.0
7314,"sandpoint, idaho, usa",26.0
7315,"bossier city, louisiana, usa",32.0
7317,"corbridge, northumberland, united kingdom",39.0
7318,"muskegon, michigan, usa",34.0
7319,"pittsburgh, pennsylvania, usa",23.0
7322,"hove, antwerp, belgium",62.0
7324,"staten island, new york, usa",28.0
7325,"north adams, massachusetts, usa",17.0
7326,"st. louis, missouri, usa",44.0
7327,"new meadows, idaho, usa",19.0
7328,"essendon, victoria, australia",26.0
7331,"ekaterinburg, n/a, russia",21.0
7332,"madison, wisconsin, usa",40.0
7333,"gibsonton, florida, usa",24.0
7335,"portsmouth, ohio, usa",39.0
7336,"kathyrn, alberta, canada",36.0
7338,"roswell, georgia, usa",33.0
7339,"canberra, australian capital territory, australia",27.0
7343,"vienna, vienna, austria",26.0
7344,"genova, liguria, italy",18.0
7346,"sunnyvale, california, usa",49.0
7348,"edmonton, alberta, canada",24.0
7350,"dresden, sachsen, germany",26.0
7352,"houston, texas, usa",53.0
7353,"amherst, ohio, usa",23.0
7354,"springbrook, alberta, canada",14.0
7355,"glen gardner, new jersey, usa",31.0
7356,"gatlinburg, tennessee, usa",24.0
7358,"raven, virginia, usa",32.0
7360,"new milford, connecticut, usa",40.0
7361,"fitchburg, massachusetts, usa",43.0
7364,"ithaca, new york, usa",26.0
7365,"evergreen, colorado, usa",43.0
7366,"webster, massachusetts, usa",14.0
7368,"baltimore, maryland, usa",25.0
7369,"daisy hill, queensland, australia",24.0
7371,"winnipeg, manitoba, canada",26.0
7372,"columbia, missouri, usa",18.0
7374,"den haag, n/a, netherlands",33.0
7375,"washougal, washington, usa",18.0
7376,"long beach, new york, usa",18.0
7377,"tampa, florida, usa",41.0
7379,"knoxville, tennessee, usa",42.0
7383,"shenzhen, guangdong, china",32.0
7384,"miami, florida, usa",28.0
7385,"beaufort, south carolina, usa",22.0
7386,"leicester, england, united kingdom",21.0
7387,"fair haven, michigan, usa",38.0
7388,"middletown, connecticut, usa",16.0
7389,"brighton and hove, england, united kingdom",20.0
7390,"melbourne, victoria, australia",30.0
7392,"jacksonville, florida, usa",34.0
7393,"brisbane, queensland, australia",21.0
7396,"tatum, new mexico, usa",44.0
7398,"naperville, illinois, usa",19.0
7399,"hamilton, ontario, canada",19.0
7400,"oregon city, oregon, usa",22.0
7401,"chifley,, canberra, australia",56.0
7403,"terrell, texas, usa",14.0
7406,"liebefeld, n/a, syria",37.0
7411,"seattle, washington, usa",57.0
7415,"brooklyn, new york, usa",31.0
7416,"bandung, jabar, singapore",22.0
7418,"multiple, traveling nurse do 3 months at a time all over us, usa",34.0
7419,"tenino, washington, usa",25.0
7420,"vitoria, alava, spain",44.0
7421,"vitoria, alava, spain",44.0
7423,"bloomington, illinois, usa",39.0
7424,"brooklyn, new york, usa",32.0
7425,"spartanburg, south carolina, usa",15.0
7428,"paris, n/a, france",30.0
7429,"pollock pines, california, usa",73.0
7431,"san francisco, california, usa",25.0
7434,"chateaudun, centre, france",24.0
7438,"kamloops, british columbia, canada",16.0
7439,"walsall, england, united kingdom",26.0
7440,"los osos, california, usa",25.0
7441,"north vancouver, british columbia, canada",19.0
7442,"sao paulo, sao paulo, brazil",19.0
7447,"rosebery, new south wales, australia",28.0
7449,"bilbao, n/a, spain",39.0
7450,"new delhi, delhi, india",28.0
7451,"plymouth, minnesota, usa",30.0
7452,"ottawa, ontario, canada",13.0
7453,"vancouver, washington, usa",42.0
7454,"toronto, ontario, canada",29.0
7459,"livingston, west lothian, united kingdom",48.0
7461,"baltimore, maryland, usa",44.0
7464,"dublin, new hampshire, usa",21.0
7465,"west columbia, south carolina, usa",20.0
7466,"concord, north carolina, usa",33.0
7467,"brookline, massachusetts, usa",26.0
7468,"bradford, ohio, usa",35.0
7469,"woodstock, georgia, usa",18.0
7470,"olympia, washington, usa",45.0
7471,"new york, new york, usa",36.0
7472,"shorewood, wisconsin, usa",19.0
7474,"eagle, idaho, usa",50.0
7475,"saint louis, missouri, usa",46.0
7476,"novato, california, usa",38.0
7478,"culver city, california, usa",34.0
7480,"houston, texas, usa",24.0
7481,"koeln, nordrhein-westfalen, germany",23.0
7482,"macarthur, west virginia, usa",49.0
7483,"bristol, england, united kingdom",41.0
7485,"hillside, victoria, australia",34.0
7486,"utrecht, n/a, netherlands",54.0
7489,"lisboa, lisboa, portugal",24.0
7490,"portimão, algarve, portugal",22.0
7491,"tampere, pirkanmaa, finland",22.0
7492,"qatif, n/a, saudi arabia",21.0
7495,"northglenn, colorado, usa",43.0
7496,"new delhi, delhi, india",20.0
7499,"santo tirso, n/a, portugal",45.0
7500,"bangkok, bangkok, thailand",20.0
7501,"university city, missouri, usa",35.0
7502,"madrid, españa, spain",37.0
7503,"cologne, nordrhein-westfalen, germany",27.0
7504,"neu-isenburg, hessen, germany",37.0
7506,"glen carbon, illinois, usa",26.0
7507,"montreal, quebec, canada",24.0
7508,"braunschweig, niedersachsen, germany",32.0
7511,"hickory, north carolina, usa",30.0
7514,"fernandina beach, florida, usa",46.0
7515,"canberra, australian capital territory, australia",45.0
7516,"castellón, n/a, spain",26.0
7517,"roseville, minnesota, usa",29.0
7518,"roma, lazio, italy",37.0
7519,"london, england, united kingdom",19.0
7520,"ottawa, ontario, canada",13.0
7521,"seattle, washington, usa",30.0
7523,"st. louis, missouri, usa",35.0
7524,"gloucester, massachusetts, usa",27.0
7525,"perth, western australia, australia",33.0
7526,"chelsea, victoria, australia",33.0
7527,"danvers, massachusetts, usa",51.0
7529,"bloomingburg, new york, usa",49.0
7530,"torre del greco, napoli, italy",24.0
7532,"parede, lisboa, portugal",49.0
7536,"deale, maryland, usa",44.0
7540,"panton hill, victoria, australia",18.0
7541,"riola, valencia, spain",26.0
7542,"barcelona, catalunya, spain",18.0
7544,"west milford, new jersey, usa",38.0
7545,"zaragoza, aragon, spain",19.0
7547,"leipzig, sachsen, germany",36.0
7548,"barcelona, cataluña, spain",25.0
7550,"oudenburg, west-vlaanderen,",21.0
7552,"barcelona, barcelona, spain",25.0
7555,"bonneau, south carolina, usa",26.0
7556,"boursin, , france",50.0
7557,"graham, washington, usa",23.0
7559,"beijing, n/a, china",30.0
7561,"kelseyville, california, usa",38.0
7563,"colloto, asturias, spain",17.0
7564,"san francisco, california, usa",24.0
7566,"berlin, berlin, germany",38.0
7567,"sanantoino, texas, usa",30.0
7569,"tulsa, , usa",22.0
7570,"monmouth, maine, usa",23.0
7571,"totnes, england, united kingdom",22.0
7573,"ancaster, ontario, canada",22.0
7576,"san francisco, california, usa",38.0
7577,"bielsko-biala, n/a, poland",37.0
7580,"chicago, illinois, usa",28.0
7582,"apo, apo ae, usa",38.0
7584,"norwich, england, united kingdom",21.0
7589,"bexleyheath, kent, united kingdom",34.0
7590,"roswell, new mexico, usa",35.0
7591,"madrid, madrid, spain",31.0
7592,"heilbronn, baden-wuerttemberg,",17.0
7593,"bangkok, thailand, thailand",39.0
7594,"la, california, usa",20.0
7595,"federal way, washington, usa",15.0
7596,"astoria, oregon, usa",62.0
7598,"santa barbara, california, usa",21.0
7599,"portland, oregon, usa",59.0
7600,"kimberling city, missouri, usa",62.0
7602,"palestine, texas, usa",70.0
7605,"motril, granada, granada, spain",23.0
7606,"christchurch, canterbury, new zealand",44.0
7608,"ann arbor, michigan, usa",24.0
7609,"rochester, new york, usa",42.0
7611,"hamtramck, michigan, usa",30.0
7612,"santiago, santiago, dominican republic",33.0
7613,"baltimore, maryland, usa",29.0
7614,"santa cruz, california, usa",24.0
7618,"leicester, england, united kingdom",17.0
7620,"knoxville, tennessee, usa",21.0
7622,"london, england, united kingdom",45.0
7623,"charlottetown, prince edward island, canada",43.0
7624,"wollaston, massachusetts, usa",31.0
7626,"peoria, arizona, usa",27.0
7627,"dallas, texas, usa",32.0
7628,"winston-salem, north carolina, usa",38.0
7629,"surrey, british columbia, canada",21.0
7630,"lincoln, nebraska, usa",49.0
7632,"coventry, england, united kingdom",14.0
7635,"surrey, british columbia, canada",32.0
7636,"ann arbor, michigan, usa",31.0
7637,"tavistock, ontario, canada",28.0
7638,"preston, england, united kingdom",53.0
7639,"woodinville, washington, usa",52.0
7640,"oakdale, connecticut, usa",34.0
7641,"winnipeg, manitoba, canada",35.0
7644,"providence, rhode island, usa",45.0
7645,"florissant, missouri, usa",53.0
7646,"nanjing, jiangsu, china",26.0
7647,"louisville, kentucky, usa",24.0
7648,"union grove, wisconsin, usa",45.0
7649,"fox creek, alberta, canada",57.0
7650,"clarksville, tennessee, usa",21.0
7651,"olive branch, mississippi, usa",21.0
7652,"taylorsville, utah, usa",48.0
7653,"london, england, united kingdom",29.0
7655,"essen, nordrhein-westfalen, germany",39.0
7657,"bath, maine, usa",18.0
7658,"mesa, arizona, usa",42.0
7659,"bilbao, bizkaia, spain",22.0
7660,"sopelana, país vasco, spain",24.0
7661,"bensalem, pennsylvania, usa",21.0
7664,"wodonga, victoria, australia",61.0
7665,"venice, california, usa",30.0
7667,"barakaldo, vizcaya, spain",16.0
7674,"barcelona, n/a, spain",40.0
7677,"tustin, california, usa",27.0
7678,"kalamazoo, michigan, usa",49.0
7680,"sao paulo, sao paulo, brazil",57.0
7681,"thomson, georgia, usa",23.0
7683,"costa mesa, california, usa",28.0
7685,"asheville, north carolina, usa",14.0
7687,"staten island, new york, usa",39.0
7688,"lakewood, washington, usa",36.0
7689,"dunn, north carolina, usa",21.0
7691,"lasalle, quebec, canada",28.0
7692,"manchester, england, united kingdom",24.0
7693,"0ak harbor, washington, usa",64.0
7695,"london, hampstead, united kingdom",60.0
7696,"barcelona, spain,",23.0
7697,"palmetto, florida, usa",32.0
7700,"rye, victoria, australia",19.0
7701,"santarem, yukon territory, portugal",22.0
7702,"getxo, vizcaya, spain",35.0
7703,"bluffton, south carolina, usa",23.0
7704,"bannockburn, victoria, australia",47.0
7705,"london, england, united kingdom",53.0
7708,"karlsruhe, baden-wuerttemberg, germany",18.0
7709,"kfar-saba, sharon, israel",19.0
7710,"montville, new jersey, usa",59.0
7711,"bergenfield, new jersey, usa",19.0
7712,"oldenburg, niedersachsen, germany",26.0
7713,"roccadaspide, campania, italy",19.0
7715,"torino, piemonte, italy",29.0
7718,"carlisle, pennsylvania, usa",33.0
7720,"lyon, rhône, france",25.0
7726,"mocksville, north carolina, usa",25.0
7727,"murcia, murcia, spain",20.0
7728,"athens, n/a, greece",31.0
7729,"modesto, california, usa",29.0
7732,"san francisco, california, usa",47.0
7733,"san diego, california, usa",46.0
7737,"barcelona, catalunya, spain",0.0
7739,"longwick, n/a, united kingdom",33.0
7742,"calgary, alberta, canada",19.0
7743,"desamparados, san josé, costa rica",29.0
7744,"pembroke pines, florida, usa",34.0
7747,"london, n/a, united kingdom",29.0
7748,"leipzig, sachsen, germany",29.0
7749,"frederick, maryland, usa",31.0
7753,"caddo mills, texas, usa",23.0
7754,"stockbridge, massachusetts, usa",20.0
7755,"traversetolo, emilia romagna, italy",38.0
7757,"melbourne, victoria, australia",22.0
7758,"accrington, lancashire, united kingdom",67.0
